category,question_text,image_url,answers,correct_index,difficulty
Technology,"Что означает аббревиатура CSS?",,"[""Cascading Style Sheets"", ""Computer Style Sheets"", ""Cascading System Sheets"", ""Computer System Sheets""]",0,medium
Technology,"Кто создал язык программирования Swift?",,"[""Apple"", ""Google"", ""Microsoft"", ""Facebook""]",0,hard
Technology,"В каком году был создан первый компьютерный вирус для Mac?",,"[""1985"", ""1990"", ""2000"", ""2006""]",3,hard
Technology,"Что означает аббревиатура JSON?",,"[""JavaScript Object Notation"", ""Java Object Notation"", ""JavaScript Online Notation"", ""Java Online Notation""]",0,medium
Technology,"Кто основал компанию Netflix?",,"[""Рид Хастингс"", ""Джефф Безос"", ""Илон Маск"", ""Марк Цукерберг""]",0,hard
Technology,"В каком году был создан первый компьютерный вирус для Android?",,"[""2005"", ""2010"", ""2012"", ""2015""]",1,hard
Technology,"Что означает аббревиатура XML?",,"[""eXtensible Markup Language"", ""eXtended Markup Language"", ""eXtensible Modern Language"", ""eXtended Modern Language""]",0,medium
Technology,"Кто создал язык программирования Go?",,"[""Google"", ""Apple"", ""Microsoft"", ""Facebook""]",0,hard
Technology,"В каком году был создан первый компьютерный вирус для iOS?",,"[""2007"", ""2010"", ""2014"", ""2016""]",2,hard
Technology,"Что означает аббревиатура HTTPS?",,"[""HyperText Transfer Protocol Secure"", ""High Tech Transfer Protocol Secure"", ""Hyperlink Text Transfer Protocol Secure"", ""Home Tool Transfer Protocol Secure""]",0,medium
Technology,"Кто основал компанию Uber?",,"[""Трэвис Каланик"", ""Джефф Безос"", ""Илон Маск"", ""Марк Цукерберг""]",0,hard
Technology,"В каком году был создан первый компьютерный вирус для Linux?",,"[""1990"", ""1995"", ""2000"", ""2005""]",1,hard
Technology,"Что означает аббревиатура IDE?",,"[""Integrated Development Environment"", ""Integrated Design Environment"", ""Internet Development Environment"", ""Internet Design Environment""]",0,medium
